stop_id,stop_name,lat,lon,borough,in_lcc,degree,degree_rank,degree_percentile,betweenness,betweenness_rank,betweenness_percentile,closeness,closeness_rank,closeness_percentile
03700074,Langley Road,51.504967,-0.573346,,true,2,10,36,0.000202,14397,26,0.019090,16286,15
03700075,Langley Road,51.504665,-0.572833,,true,2,10,36,0.000303,12578,35,0.019210,16172,15
03700076,Kaywood Close,51.503112,-0.569399,,true,2,10,36,0.000404,11110,43,0.019586,15703,18
03700077,Kaywood Close,51.502710,-0.568143,,true,2,10,36,0.000303,12578,35,0.019461,15875,17
03700078,Upton Court Road,51.501232,-0.565683,,true,2,10,36,0.000505,9963,49,0.019977,15138,21
03700079,Upton Court Road,51.500553,-0.563874,,true,2,10,36,0.000404,11110,43,0.019847,15338,20
03700080,Drake Avenue,51.499602,-0.561815,,true,2,10,36,0.000606,9062,53,0.020384,14385,24
03700081,Drake Avenue,51.499343,-0.559749,,true,2,10,36,0.000505,9963,49,0.020249,14642,23
03700082,Cedar Way,51.497810,-0.556498,,true,2,10,36,0.000606,9062,53,0.020667,13738,28
03700083,Cedar Way,51.497453,-0.556019,,true,2,10,36,0.000707,8333,57,0.020808,13431,29
03700084,Ditton Park Road,51.495909,-0.552567,,true,2,10,36,0.000808,7638,61,0.021249,12188,36
03700085,Ditton Park Road,51.494862,-0.550094,,true,2,10,36,0.000707,8333,57,0.021103,12592,34
03700086,High Street Langley,51.494118,-0.548835,,true,2,10,36,0.000909,7085,64,0.021710,10628,44
03700087,High Street Langley,51.493543,-0.546635,,true,2,10,36,0.000808,7638,61,0.021558,11138,42
03700089,Sutton Lane,51.489692,-0.537107,,true,2,10,36,0.000909,7085,64,0.022032,9442,50
03700157,Horton Road,51.484424,-0.527856,,true,2,10,36,0.001010,6589,66,0.022528,7682,60
03700158,Horton Road,51.484268,-0.527659,,true,2,10,36,0.001010,6589,66,0.022192,8869,53
03700159,Ye Olde George Inn,51.483617,-0.523777,,true,2,10,36,0.001111,6148,69,0.022695,7142,63
03700160,Ye Olde George Inn,51.483609,-0.522409,,true,2,10,36,0.001111,6148,69,0.023047,5989,69
03700161,The Star & Garter,51.482414,-0.520316,,true,2,10,36,0.001212,5776,70,0.023221,5463,71
03700162,Coleridge Crescent,51.480645,-0.516312,,true,2,10,36,0.001212,5776,70,0.023590,4437,77
03700163,Coleridge Crescent,51.480481,-0.516130,,true,2,10,36,0.001313,5434,72,0.023773,3969,79
03700165,Poyle Road,51.479750,-0.513044,,true,2,10,36,0.001313,5434,72,0.024159,3101,84
03700166,Poyle Road,51.479644,-0.512529,,true,2,10,36,0.001414,5154,74,0.024351,2727,86
03700167,Galleymead Road,51.479385,-0.509801,,true,2,10,36,0.001414,5154,74,0.024756,2007,90
03700168,Galleymead Road,51.478853,-0.508292,,true,2,10,36,0.001515,4892,75,0.024957,1707,91
03700308,Sussex Place,51.505951,-0.577365,,true,2,10,36,0.000202,14397,26,0.018848,16534,13
03700309,Sussex Place,51.506752,-0.578853,,true,2,10,36,0.000101,16627,14,0.018732,16640,13
03700310,Wexham Road,51.509059,-0.585325,,true,1,11,1,0.000000,18963,1,0.018163,17127,10
03700330,Queensmere Centre,51.509170,-0.594270,,true,1,11,1,0.000000,18963,1,0.018388,16954,11
03700518,Uxbridge Road / Sainsbury's,51.507318,-0.579923,,true,2,10,36,0.000101,16627,14,0.018499,16844,12
040000001301,Oakside,51.552806,-0.487589,,true,2,10,36,0.000562,9437,51,0.022347,8300,56
040000001302,Oakside,51.553419,-0.488434,,true,2,10,36,0.000492,10116,48,0.021857,10104,47
040000001303,Knighton Way Lane,51.556175,-0.490867,,true,2,10,36,0.000461,10438,46,0.021860,10093,47
040000001304,Knighton Way Lane,51.555741,-0.490679,,true,2,10,36,0.000391,11309,42,0.021391,11724,38
040000001305,Oxford Gardens,51.566068,-0.500754,,true,2,10,36,0.000360,11734,39,0.021394,11715,39
040000001306,Southlands Road,51.565948,-0.501249,,true,2,10,36,0.000291,12788,34,0.020945,13069,31
040000001307,Ronan Way,51.568239,-0.503886,,true,2,10,36,0.000260,13302,31,0.020948,13062,31
040000001309,Village Road,51.571300,-0.504882,,true,2,10,36,0.000160,15297,21,0.020526,14100,26
040000001310,Village Road,51.571725,-0.505085,,true,2,10,36,0.000192,14617,24,0.020528,14094,26
040000001313,Denham Station,51.579593,-0.500165,,true,2,10,36,0.000063,17448,10,0.020127,14893,22
040000001315,Savay Lane,51.581568,-0.497069,,true,2,10,36,0.000004,18730,3,0.019849,15330,20
040000001316,Link Way,51.582027,-0.496433,,true,2,10,36,0.000005,18711,3,0.019748,15493,19
040000001348,Denham Station,51.580645,-0.498745,,true,2,10,36,0.000095,16779,13,0.020129,14891,22
150003475E,Audleigh Place,51.607386,0.066776,,true,2,10,36,0.000046,17843,8,0.019514,15803,17
150003475W,Audleigh Place,51.607209,0.067086,,true,2,10,36,0.000110,16391,15,0.020385,14380,25
150008920N,Lambourne Road,51.618835,0.114130,,true,1,11,1,0.000000,18963,1,0.018758,16620,13
150008920S,Lambourne Road,51.619323,0.113994,,true,1,11,1,0.000000,18963,1,0.018447,16898,12
150012891N,Stradbroke Park,51.605009,0.072546,,true,2,10,36,0.000102,16602,14,0.020327,14486,24
150012891S,Stradbroke Park,51.604814,0.072898,,true,2,10,36,0.000085,17008,12,0.019664,15598,18
150021001003,The Rabbits,51.648246,0.168578,,true,1,11,1,0.000000,18963,1,0.013404,19057,1
150021001004,The Rabbits,51.647965,0.168233,,true,1,11,1,0.000000,18963,1,0.013404,19058,1
150021001005,Gordon Cottages,51.645149,0.165366,,true,2,10,36,0.000101,16627,14,0.013586,19032,1
150021001006,Gordon Cottages,51.644699,0.165417,,true,2,10,36,0.000101,16627,14,0.013586,19031,1
150021001007,Stapleford Abbotts Primary School,51.641342,0.165546,,true,2,10,36,0.000202,14397,26,0.013773,18999,1
150021001008,Stapleford Abbotts Primary Academy,51.641081,0.166054,,true,2,10,36,0.000202,14397,26,0.013773,18998,1
150021001009,The Nursery,51.634261,0.171090,,true,2,10,36,0.000303,12577,35,0.013965,18964,1
150021001010,The Nursery,51.633272,0.172532,,true,2,10,36,0.000303,12577,35,0.013966,18963,1
150021001011,Bournebridge Lane,51.631882,0.174257,,true,2,10,36,0.000404,11110,43,0.014163,18929,1
150021001012,Bournebridge Lane,51.631479,0.175625,,true,2,10,36,0.000404,11110,43,0.014163,18928,1
150021001015,Tysea Hill,51.627014,0.186999,,true,2,10,36,0.000606,9062,53,0.014576,18837,2
150021001016,Tysea Hill,51.626868,0.187642,,true,2,10,36,0.000606,9062,53,0.014576,18836,2
150037001002,Holiday Inn,51.609827,0.267691,,true,3,9,80,0.001447,5066,74,0.014259,18907,1
150037001004,The Bull,51.611994,0.275137,,true,2,10,36,0.000202,14402,25,0.013797,18995,1
150037001005,South Weald Parish Hall,51.613280,0.278813,,true,2,10,36,0.000101,16632,14,0.013609,19028,1
150037001006,South Weald Parish Hall,51.613760,0.280064,,true,2,10,36,0.000275,13049,33,0.013864,18983,1
150037001007,Kavanaghs Road,51.615263,0.285066,,true,2,10,36,0.000000,18955,2,0.013427,19053,1
150037001008,Kavanaghs Road,51.615422,0.285204,,true,2,10,36,0.000174,15010,22,0.013675,19020,1
150037002001,London Road Cemetery,51.616998,0.290642,,true,2,10,36,0.000000,18949,2,0.013427,19052,1
150037002003,Brentwood Police Station,51.618653,0.295247,,true,2,10,36,0.000101,16622,14,0.013609,19027,1
150037002004,Brentwood Police Station,51.618790,0.295557,,true,2,10,36,0.000001,18853,2,0.013315,19069,1
150037002005,Crown Street,51.619616,0.299312,,true,2,10,36,0.000202,14394,26,0.013797,18994,1
150037002006,Crown Street,51.619697,0.299330,,true,2,10,36,0.000029,18193,6,0.013428,19051,1
150042002001,Maple Gate,51.655836,0.067910,,true,2,10,36,0.000000,18937,2,0.015939,18441,4
150042002100,Epping Forest College,51.646948,0.077739,,true,2,10,36,0.000158,15344,21,0.016415,18286,5
1500420021Y0,Epping Forest College,51.646936,0.079473,,true,2,10,36,0.000139,15748,19,0.016688,18158,5
150042004003,Burton Road,51.648416,0.084760,,true,3,9,80,0.000000,18938,2,0.016688,18159,5
150042004004,Vere Road,51.648922,0.085115,,true,2,10,36,0.000101,16627,14,0.016414,18291,4
150042005001,Etheridge Road,51.651917,0.084559,,true,2,10,36,0.000202,14397,26,0.016688,18162,5
150042005002,Etheridge Road,51.651913,0.084284,,true,2,10,36,0.000000,18957,2,0.016688,18160,5
150042005003,Mannock Drive,51.652891,0.083432,,true,2,10,36,0.000303,12579,35,0.016971,17985,6
150042005004,Mannock Drive,51.653205,0.083938,,true,2,10,36,0.000101,16638,14,0.016971,17987,6
150042005005,Goldingham Avenue,51.654837,0.085734,,true,4,8,93,0.000856,7389,62,0.017264,17795,7
150042005006,Goldingham Avenue,51.654954,0.085739,,true,4,8,93,0.000603,9102,53,0.017263,17796,7
150042005007,The Cottage Loaf,51.656826,0.085637,,true,2,10,36,0.000000,18953,2,0.016971,17986,6
150042005008,The Cottage Loaf,51.657092,0.085375,,true,2,10,36,0.000000,18963,1,0.017263,17799,7
150042005009,Colebrook Lane,51.658550,0.083764,,true,2,10,36,0.000050,17742,8,0.017263,17802,7
150042005010,Colebrook Lane,51.658746,0.083354,,true,4,8,93,0.001334,5375,73,0.017566,17577,8
150042006001,Davenant School,51.661190,0.084478,,true,4,8,93,0.001713,4432,77,0.017566,17576,8
150042006003,Chandler Road,51.657855,0.079843,,true,2,10,36,0.000328,12197,37,0.016970,17990,6
150042006004,Chandler Road,51.657575,0.079425,,true,2,10,36,0.000404,11112,43,0.016970,17989,6
150042006006,Pyrles Lane,51.656886,0.076676,,true,2,10,36,0.000303,12581,35,0.016687,18163,5
150042008003,Hillcroft,51.656508,0.073651,,true,2,10,36,0.000202,14399,25,0.016414,18290,4
150042008004,Hillcroft,51.656344,0.072776,,true,2,10,36,0.000126,16018,17,0.016414,18292,4
150042008006,Hillyfields,51.656164,0.069689,,true,2,10,36,0.000025,18288,5,0.016149,18386,4
150042009001,The Uplands,51.651205,0.059170,,true,2,10,36,0.000202,14393,26,0.016414,18289,4
150042009002,The Uplands,51.651631,0.059999,,true,2,10,36,0.000278,12988,33,0.016739,18123,5
150042009003,Church Lane,51.653440,0.063016,,true,2,10,36,0.000177,14943,23,0.016463,18261,5
150042009004,Church Close,51.654286,0.064514,,true,2,10,36,0.000101,16620,14,0.016149,18384,4
150042010001,Spring Grove,51.640670,0.045598,,true,2,10,36,0.000926,6996,64,0.018192,17114,10
150042010002,The Crescent,51.641524,0.048152,,true,2,10,36,0.000435,10754,45,0.018129,17161,10
150042010003,Upper Park,51.642545,0.049412,,true,2,10,36,0.000834,7493,62,0.017899,17352,9
150042010004,The Crown,51.644600,0.052265,,true,2,10,36,0.000751,8026,59,0.017263,17800,7
150042010005,Forest Road,51.646590,0.054147,,true,2,10,36,0.000650,8748,55,0.016970,17988,6
150042010006,Forest Road,51.646940,0.054698,,true,2,10,36,0.000745,8068,59,0.017318,17752,7
150042010008,Traps Hill,51.649284,0.056943,,true,3,9,80,0.000644,8794,55,0.017023,17951,6
150042011004,Russell Road,51.627664,0.033324,,true,3,9,80,0.001657,4564,77,0.019210,16171,15
150042011005,Russell Road,51.628677,0.034034,,true,3,9,80,0.004566,1633,92,0.019502,15826,17
150042011006,Cricket Ground,51.631330,0.036060,,true,2,10,36,0.001119,6106,69,0.018849,16532,13
150042011007,Cricket Ground,51.631790,0.036529,,true,2,10,36,0.000726,8191,58,0.019130,16256,15
150042011008,North Farm,51.637528,0.041107,,true,2,10,36,0.000626,8911,54,0.018773,16606,13
150042011009,North Farm,51.638079,0.041493,,true,2,10,36,0.001021,6538,67,0.018510,16841,12
150042011010,Spring Grove,51.640349,0.044890,,true,2,10,36,0.000529,9735,50,0.018444,16899,12
150042012001,Loughton Library & Town Hall,51.649419,0.058482,,true,2,10,36,0.000145,15626,19,0.016414,18288,4
150042012003,Church Lane,51.648864,0.063473,,true,2,10,36,0.000044,17888,7,0.016150,18383,4
150042012004,Church Lane,51.648789,0.063643,,true,2,10,36,0.000063,17440,10,0.016464,18260,5
150042012005,Oak View School,51.648161,0.068168,,true,2,10,36,0.000000,18919,2,0.016198,18361,4
150042012006,Oak View School,51.648282,0.068404,,true,2,10,36,0.000000,18916,2,0.015894,18457,4
150042015001,Stonards Hill,51.639530,0.060361,,true,2,10,36,0.000000,18921,2,0.016738,18125,5
150042015002,Roding Road,51.641158,0.058310,,true,2,10,36,0.000202,14380,26,0.017566,17579,8
150042015003,Roding Road,51.641673,0.057625,,true,2,10,36,0.000076,17176,11,0.017023,17953,6
150042015006,Loughton Station,51.642145,0.054843,,true,2,10,36,0.000001,18893,2,0.017318,17751,7
150042015007,Loughton Station,51.642319,0.054663,,true,6,6,99,0.004684,1592,92,0.017880,17364,9
150042017001,Valley Close,51.638419,0.060628,,true,2,10,36,0.000101,16615,14,0.017263,17803,7
150042017002,Highland Avenue,51.637578,0.058870,,true,2,10,36,0.000025,18292,5,0.016968,17994,6
150042017003,Highland Avenue,51.637104,0.058199,,true,2,10,36,0.000000,18915,2,0.016970,17992,6
150042017004,Greensted Road,51.635776,0.055985,,true,2,10,36,0.000126,16027,17,0.017261,17805,7
150042017005,Greensted Road,51.635129,0.055421,,true,2,10,36,0.000000,18955,2,0.016969,17993,6
150042017006,Pentlow Way,51.632995,0.053547,,true,2,10,36,0.000227,13903,28,0.017564,17581,8
150042017007,Pentlow Way,51.632569,0.053210,,true,2,10,36,0.000101,16644,14,0.017261,17806,7
150042017008,Roding View,51.629778,0.049833,,true,2,10,36,0.000328,12205,37,0.017878,17367,9
150042017009,Roding View,51.629461,0.049414,,true,2,10,36,0.000202,14411,25,0.017564,17582,8
150042017010,Hurst Road,51.628219,0.048434,,true,2,10,36,0.000303,12585,35,0.017878,17368,9
150042018002,The Green,51.627021,0.034090,,true,2,10,36,0.003647,2089,89,0.019147,16232,15
150042018003,Westbury Road,51.627118,0.037316,,true,2,10,36,0.000250,13484,30,0.018543,16815,12
150042018004,Westbury Road,51.627245,0.039331,,true,2,10,36,0.003553,2138,89,0.018808,16571,13
150042018005,Roebuck Lane,51.627017,0.042615,,true,2,10,36,0.000160,15306,21,0.018241,17075,11
150042018006,Roebuck Lane,51.627009,0.044102,,true,2,10,36,0.003461,2216,89,0.018496,16848,12
150042019001,Alfred Road,51.627235,0.050210,,true,2,10,36,0.000833,7508,61,0.018118,17167,10
150042019002,Alfred Road,51.627253,0.049719,,true,2,10,36,0.000228,13887,28,0.017879,17365,9
150042019005,Chester Road,51.622559,0.069170,,true,2,10,36,0.000845,7430,62,0.018130,17159,10
150042019006,Chester Road,51.622289,0.069707,,true,2,10,36,0.000082,17059,12,0.017496,17626,8
150042019007,Brook Way,51.621447,0.074104,,true,2,10,36,0.000915,7057,64,0.018436,16912,11
150042019008,Brook Way,51.621146,0.075838,,true,2,10,36,0.000082,17056,12,0.017440,17669,8
150042020001,Buckhurst Court,51.626681,0.047960,,true,2,10,36,0.001833,4164,79,0.018454,16886,12
150042020002,Beatrice Court,51.625749,0.047788,,true,2,10,36,0.000043,17912,7,0.018060,17224,10
150042020003,Cedar Close,51.624712,0.047394,,true,2,10,36,0.001919,4016,80,0.018746,16626,13
150042020004,Cedar Close,51.623709,0.047190,,true,2,10,36,0.000102,16576,14,0.018331,17003,11
150042020005,Oak Rise,51.621587,0.046632,,true,2,10,36,0.002008,3859,80,0.019067,16317,15
150042020006,Birch Close,51.621316,0.046721,,true,2,10,36,0.000189,14685,24,0.018623,16741,12
150042022003,Club House,51.614254,0.069977,,true,2,10,36,0.000101,16627,14,0.017696,17490,9
150042022004,Club House,51.613801,0.069610,,true,1,11,1,0.000000,18963,1,0.018734,16638,13
150042023001,Murtwell Drive,51.606649,0.083033,,true,2,10,36,0.001488,4960,75,0.020197,14761,23
150042023002,Linkside,51.611623,0.081455,,true,2,10,36,0.000708,8329,57,0.018981,16398,14
150042023003,Linkside,51.612052,0.081071,,true,2,10,36,0.001390,5218,73,0.019809,15416,19
150042023004,Hainault Grove,51.613854,0.079882,,true,2,10,36,0.000611,9025,54,0.018645,16720,12
150042023005,Hainault Grove,51.615130,0.078900,,true,2,10,36,0.001294,5488,72,0.019442,15904,17
150042023006,The Chase,51.616021,0.078334,,true,2,10,36,0.000516,9864,49,0.018323,17011,11
150042023007,Station Road,51.618191,0.075169,,true,3,9,80,0.000429,10832,44,0.018015,17262,10
150042025002,St Winifred's Church,51.611368,0.084130,,true,2,10,36,0.000149,15550,20,0.017452,17666,8
150042025003,Millwell Crescent,51.612128,0.087415,,true,2,10,36,0.000054,17647,9,0.017193,17844,7
150042025004,Millwell Crescent,51.612046,0.087483,,true,2,10,36,0.000249,13493,30,0.017762,17453,9
150042025006,Grange Hill Station,51.613399,0.091821,,true,2,10,36,0.000350,11887,39,0.018082,17202,10
1500420250Y6,Grange Hill Station,51.613419,0.091678,,true,2,10,36,0.000155,15427,20,0.017493,17629,8
1500617,Lee Valley Campsite,51.655087,-0.006276,,true,2,10,36,0.000001,18857,2,0.019514,15806,17
1500625,Castell Road,51.659482,0.081421,,true,2,10,36,0.000429,10829,44,0.017263,17801,7
1500BD1,Brentwood Sainsbury's,51.621698,0.304141,,true,2,10,36,0.000115,16263,16,0.013797,18993,1
1500BDBT,London Road Cemetery,51.617205,0.291100,,true,2,10,36,0.000073,17247,11,0.013491,19047,1
1500BUCKPALM,The Green,51.626924,0.033450,,true,2,10,36,0.000343,11977,38,0.018866,16518,14
1500DEBDEN10,Maple Gate,51.655887,0.068057,,true,2,10,36,0.000000,18928,2,0.015893,18458,4
1500DEBDEN8,Pyrles Lane,51.656942,0.077575,,true,2,10,36,0.000227,13898,28,0.016687,18164,5
1500DEBDEN9,Hillyfields,51.656287,0.070909,,true,2,10,36,0.000101,16621,14,0.016149,18385,4
1500IM1041,Holiday Inn,51.609637,0.267292,,true,2,10,36,0.000303,12580,35,0.013990,18960,1
1500IM1050,Royal Oak,51.627993,0.183694,,true,2,10,36,0.000505,9963,49,0.014367,18890,1
1500IM1050B,Royal Oak,51.628039,0.183162,,true,2,10,36,0.000505,9963,49,0.014366,18891,1
1500IM1055,The Broadway,51.646932,0.082205,,true,5,7,98,0.000701,8382,57,0.016971,17984,6
1500IM10550,Burton Road,51.646650,0.082886,,true,1,11,1,0.000000,18963,1,0.016149,18387,4
1500IM1055B,Torrington Drive,51.647307,0.082352,,true,3,9,80,0.000259,13307,31,0.016688,18157,5
1500IM1438B,Shenfield High School,51.637228,0.326940,,true,2,10,36,0.000115,16263,16,0.013797,18993,1
1500IM1877,Castell Road,51.659987,0.081849,,true,2,10,36,0.000505,9965,49,0.017263,17798,7
1500IM1938,Monkhams Inn,51.618420,0.045681,,true,2,10,36,0.002101,3705,81,0.019404,15954,16
1500IM1938B,Monkhams Inn,51.618101,0.045941,,true,2,10,36,0.000279,12974,33,0.018937,16438,14
1500IM212,Brentwood High Street,51.620907,0.304564,,true,4,8,93,0.000736,8133,58,0.013990,18959,1
1500IM212B,Brentwood High Street,51.621107,0.304892,,true,3,9,80,0.000130,15953,18,0.013609,19026,1
1500IM2417,Loughton Library & Town Hall,51.649263,0.059169,,true,2,10,36,0.000164,15227,21,0.016739,18122,5
1500IM2419,Stag Lane,51.626009,0.032282,,true,2,10,36,0.004660,1605,92,0.019873,15298,20
1500IM2419B,Stag Lane,51.625266,0.031556,,true,2,10,36,0.001752,4351,78,0.019568,15723,18
1500IM358,Loughton Station,51.641953,0.055036,,true,2,10,36,0.000178,14940,23,0.017318,17754,7
1500IM359,Buckhurst Hill Station,51.626505,0.046204,,true,9,3,100,0.006142,1160,94,0.018203,17108,10
1500IM379,Chigwell Station,51.618999,0.075220,,true,2,10,36,0.000140,15720,19,0.017720,17475,9
1500IM379B,Chigwell Station,51.619073,0.075122,,true,2,10,36,0.001009,6596,66,0.018756,16622,13
1500IM380,West Hatch School,51.611468,0.064246,,true,1,11,1,0.000000,18963,1,0.017388,17697,7
1500IM382,St Winifred's Church,51.610971,0.082697,,true,2,10,36,0.000003,18778,3,0.016903,18031,6
1500IM387,Sedley Rise,51.655742,0.066590,,true,2,10,36,0.000076,17184,11,0.016197,18364,4
1500IM387B,Sedley Rise,51.655860,0.066537,,true,2,10,36,0.000000,18929,2,0.015893,18459,4
1500IM502,The Murray Hall,51.648290,0.072553,,true,2,10,36,0.000057,17581,9,0.016150,18382,4
1500IM502B,The Murray Hall,51.648107,0.073268,,true,2,10,36,0.000038,18014,7,0.016415,18287,5
1500IM504,The Crown,51.644201,0.052449,,true,5,7,98,0.001205,5801,70,0.017623,17533,8
1500IM839,The Bull,51.611575,0.273527,,true,2,10,36,0.000376,11520,41,0.014059,18945,1
1500LGHTNSWY,Traps Hill,51.649119,0.056618,,true,3,9,80,0.000549,9545,51,0.016688,18161,5
1500LOUGHTON,The Crown,51.643963,0.051629,,true,2,10,36,0.000343,11984,38,0.017839,17388,9
1500SAINS1,Sainsbury's,51.643328,0.053523,,true,4,8,93,0.000897,7157,63,0.017566,17578,8
1500TFL007,The Chase,51.616734,0.077674,,true,3,9,80,0.001201,5812,70,0.019091,16283,15
1500TFL021,Limes Farm / Copperfield,51.605550,0.089684,,true,2,10,36,0.000050,17760,8,0.017155,17866,7
1500TFL050,Limes Avenue,51.608626,0.082560,,true,2,10,36,0.000805,7658,61,0.019337,16017,16
1500TFL4201,Chigwell Rise / Roding Lane,51.623867,0.067901,,true,2,10,36,0.000136,15827,18,0.017577,17569,8
1590002901,Arnhem Avenue,51.497610,0.247348,,true,2,10,36,0.000404,11110,43,0.013478,19049,1
1590003001,Arnhem Avenue,51.497652,0.247523,,true,2,10,36,0.000505,9963,49,0.013664,19021,1
1590003101,Central Avenue,51.495430,0.247097,,true,2,10,36,0.000303,12577,35,0.013299,19071,1
1590003201,Central Avenue,51.495724,0.247227,,true,2,10,36,0.000404,11110,43,0.013480,19048,1
1590003301,The Parade,51.494790,0.250408,,true,2,10,36,0.000202,14397,26,0.013124,19084,0
1590003401,The Parade,51.495122,0.250957,,true,2,10,36,0.000303,12578,35,0.013301,19070,1
1590003501,Hall Avenue,51.495909,0.254468,,true,2,10,36,0.000101,16627,14,0.012954,19096,0
1590003601,Hall Avenue,51.496150,0.255013,,true,2,10,36,0.000202,14397,26,0.013126,19083,0
1590004501,Hanford Road,51.500917,0.251200,,true,2,10,36,0.000505,9963,49,0.013662,19022,1
1590004701,St Paul's Close,51.503483,0.247796,,true,2,10,36,0.000606,9062,53,0.013851,18987,1
1590004801,St Pauls Close,51.503425,0.248456,,true,2,10,36,0.000606,9062,53,0.013854,18985,1
1590008701,Stifford Road,51.503104,0.293816,,true,2,10,36,0.000202,14396,26,0.010798,19173,0
1590008901,Elwick Road,51.507414,0.292779,,true,2,10,36,0.000303,12577,35,0.010916,19171,0
1590009001,Buckles Lane,51.510868,0.292779,,true,2,10,36,0.000404,11109,43,0.011036,19169,0
1590009101,Oaklands Drive,51.512343,0.293199,,true,2,10,36,0.000101,16627,14,0.011032,19170,0
1590009201,Moss Road,51.513879,0.292844,,true,2,10,36,0.000505,9962,49,0.011160,19166,0
1590009701,Tamarisk Road,51.517518,0.293935,,true,2,10,36,0.000202,14397,26,0.011155,19167,0
1590009801,Garth Road,51.518194,0.293825,,true,2,10,36,0.000606,9061,53,0.011285,19163,0
1590009901,Brandon Groves Avenue,51.520021,0.295127,,true,2,10,36,0.000303,12577,35,0.011281,19164,0
1590010001,Brandon Groves Avenue,51.520721,0.295249,,true,2,10,36,0.000707,8332,57,0.011414,19160,0
1590010501,Nelson Road,51.525611,0.297643,,true,2,10,36,0.000404,11110,43,0.011410,19161,0
1590010601,Nelson Road / Village Hall,51.526045,0.297535,,true,2,10,36,0.000808,7637,61,0.011546,19156,0
1590012601,Arterial Road / West Thurrock,51.490162,0.275404,,true,1,11,1,0.000000,18963,1,0.012791,19106,0
1590045801,Davy Down,51.499302,0.295570,,true,2,10,36,0.000101,16625,14,0.010683,19174,0
1590045901,Davy Down,51.499163,0.295794,,true,1,11,1,0.000000,18963,1,0.010912,19172,0
1590046101,The Grove,51.533063,0.299157,,true,2,10,36,0.000505,9963,49,0.011541,19157,0
1590701101,The Thurrock Hotel,51.488461,0.262931,,true,1,11,1,0.000000,18963,1,0.012788,19107,0
1590701201,The Thurrock Hotel,51.489432,0.262936,,true,2,10,36,0.000101,16627,14,0.012956,19095,0
1590701401,Pilgrims Roundabout,51.492351,0.292772,,true,1,11,1,0.000000,18963,1,0.010570,19175,0
210021000010,Potters Bar Station,51.697512,-0.191792,,true,4,8,93,0.000786,7782,60,0.017270,17792,7
210021000020,Potters Bar Station,51.697655,-0.192307,,true,3,9,80,0.000059,17541,9,0.016923,18015,6
210021000500,Park Avenue,51.689204,-0.174443,,true,3,9,80,0.000468,10370,47,0.017474,17644,8
210021000520,Highview Gardens,51.691408,-0.177364,,true,2,10,36,0.000175,14990,22,0.017191,17847,7
210021000540,Potters Bar Tesco,51.692757,-0.182056,,true,2,10,36,0.000081,17096,11,0.016919,18020,6
210021000560,Darkes Lane,51.694695,-0.192816,,true,3,9,80,0.000034,18096,6,0.016730,18132,5
210021000580,Laurel Avenue,51.697954,-0.198329,,true,2,10,36,0.000023,18337,5,0.016806,18083,6
210021001500,Potters Bar Tesco,51.692903,-0.182166,,true,4,8,93,0.000720,8221,58,0.017213,17833,7
210021001520,Highview Gardens,51.691633,-0.177355,,true,2,10,36,0.000717,8247,58,0.017380,17706,7
210021001540,Park Avenue,51.688264,-0.172948,,true,3,9,80,0.000942,6911,65,0.017664,17507,8
210021002020,Stirling Corner,51.643710,-0.257137,,true,3,9,80,0.002073,3754,81,0.019221,16161,15
210021002040,Ashley Drive,51.645295,-0.261528,,true,3,9,80,0.001838,4151,79,0.018860,16525,13
210021002200,Ripon Way,51.649156,-0.255700,,true,2,10,36,0.000352,11861,39,0.018175,17120,10
210021002210,Warren Grove,51.651314,-0.255111,,true,2,10,36,0.000251,13464,30,0.017852,17380,9
210021002220,Kenilworth Drive,51.654640,-0.254390,,true,2,10,36,0.000150,15518,20,0.017540,17595,8
210021002230,Chester Road,51.657663,-0.256313,,true,2,10,36,0.000050,17745,8,0.017240,17820,7
210021002340,Cleveland Crescent,51.648360,-0.263290,,true,2,10,36,0.001183,5870,70,0.018512,16838,12
210021002350,Ripon Park,51.650802,-0.261144,,true,2,10,36,0.001082,6279,68,0.018176,17119,10
210021002360,Kenilworth House,51.654583,-0.260884,,true,2,10,36,0.000982,6731,65,0.017853,17378,9
210021002370,Durham Road,51.657476,-0.261293,,true,2,10,36,0.000882,7247,63,0.017543,17592,8
210021002530,Warwick House,51.659349,-0.256002,,true,2,10,36,0.000001,18839,3,0.016955,18002,6
210021002540,Studio Way,51.659912,-0.263051,,true,3,9,80,0.000785,7785,60,0.017247,17818,7
210021002550,Hertsmere Civic Offices,51.658988,-0.268103,,true,2,10,36,0.000638,8834,55,0.016965,17996,6
210021002665,Borehamwood Tesco,51.657205,-0.270368,,true,2,10,36,0.000577,9310,52,0.016794,18097,5
210021002667,Borehamwood Tesco,51.657251,-0.270439,,true,2,10,36,0.000511,9909,49,0.016488,18239,5
210021002670,Elstree Studios,51.658309,-0.270182,,true,2,10,36,0.000585,9262,52,0.016813,18080,6
210021002680,Furzehill Road,51.655450,-0.276377,,true,2,10,36,0.000575,9325,52,0.016789,18098,5
210021002690,Glenhaven Avenue,51.654348,-0.278501,,true,3,9,80,0.001079,6291,68,0.016799,18093,5
210021002700,Deacons Hill Road,51.652499,-0.282416,,true,2,10,36,0.000802,7679,61,0.017182,17854,7
210021002710,Barham Avenue,51.651846,-0.285737,,true,2,10,36,0.000897,7160,63,0.017464,17658,8
