stop_id,stop_name,lat,lon,borough,in_lcc,degree,degree_rank,degree_percentile,betweenness,betweenness_rank,betweenness_percentile,closeness,closeness_rank,closeness_percentile
490000151B,Morden Station,51.402590,-0.194070,,true,3,9,80,0.000602,9111,53,0.021863,10081,47
490000151C,Morden Station,51.402460,-0.194320,,true,5,7,98,0.001210,5781,70,0.021965,9669,49
490000151H,London Road / Morden Station,51.402410,-0.193810,,true,4,8,93,0.001803,4232,78,0.021947,9746,49
490000151K,Morden Station,51.401890,-0.195570,,true,3,9,80,0.000399,11169,42,0.021858,10101,47
490000151L,Morden Station,51.402000,-0.194920,,true,2,10,36,0.000014,18519,4,0.021477,11430,40
490000151W,Morden Station,51.401690,-0.195680,,false,,,,,,,,,
490000151Z,Morden Station,51.401690,-0.195680,,false,,,,,,,,,
490000152A,Mornington Crescent Station,51.534030,-0.139320,,true,4,8,93,0.018728,364,98,0.024695,2093,89
490000152C,Mornington Crescent Station,51.533440,-0.138620,,true,2,10,36,0.001471,5000,75,0.023950,3533,82
490000152D,Mornington Crescent Station,51.534120,-0.139090,,true,2,10,36,0.001471,5000,75,0.023950,3533,82
490000152F,Mornington Cres Stn / Camden Tn Library,51.534160,-0.138360,,true,2,10,36,0.008316,775,96,0.024474,2451,87
490000152G,Mornington Cres Stn / Camden Tn Library,51.534140,-0.138100,,true,2,10,36,0.003348,2305,88,0.024239,2954,85
490000152K,Mornington Crescent Station,51.534800,-0.136970,,true,2,10,36,0.000617,8976,54,0.023766,3993,79
490000153AA,Neasden Station,51.554370,-0.249680,,true,2,10,36,0.001502,4925,75,0.022963,6236,67
490000153BB,Neasden Station,51.553610,-0.249650,,true,2,10,36,0.000587,9244,52,0.022804,6750,65
490000154A,Newbury Park Station,51.575600,0.090430,,true,2,10,36,0.010824,550,97,0.021701,10665,44
490000154B,Newbury Park Station,51.575100,0.091820,,true,2,10,36,0.045059,184,99,0.022283,8526,55
490000154S,Newbury Park Station,51.575620,0.090710,,false,,,,,,,,,
490000155V,New Cross Station,51.475860,-0.031350,,true,4,8,93,0.005195,1414,93,0.024817,1930,90
490000155W,New Cross Station,51.475680,-0.031220,,true,4,8,93,0.002208,3508,82,0.024588,2271,88
490000156M,New Cross Gate Station,51.474870,-0.041120,,true,5,7,98,0.024492,316,98,0.025450,1134,94
490000156N,New Cross / Jerningham Road,51.474170,-0.041070,,true,2,10,36,0.001663,4549,77,0.024445,2503,87
490000156O,New Cross Gate Station,51.475050,-0.039450,,true,7,5,100,0.064514,124,99,0.025615,976,95
490000156R,New Cross Gate Station,51.475310,-0.039300,,true,3,9,80,0.000389,11336,41,0.024509,2387,88
490000157B,North Acton Station,51.523020,-0.257960,,true,3,9,80,0.000295,12737,34,0.021992,9579,50
490000157N,Bethune Road,51.524360,-0.261160,,true,2,10,36,0.000115,16284,16,0.021641,10880,43
490000157RB,North Acton Station,51.522820,-0.259450,,false,,,,,,,,,
490000157V,North Acton Station,51.522870,-0.259260,,true,4,8,93,0.001818,4199,79,0.022359,8263,57
490000157W,North Acton Station,51.522870,-0.259750,,true,2,10,36,0.000173,15022,22,0.021859,10098,47
490000157ZT,North Acton Station,51.522840,-0.259490,,false,,,,,,,,,
490000157ZZ,North Acton Station,51.522990,-0.259470,,true,2,10,36,0.000072,17271,11,0.022069,9307,51
490000158A,North Ealing Station,51.517640,-0.291240,,true,3,9,80,0.000386,11377,41,0.024185,3058,84
490000159A,Northfields Station,51.498790,-0.314220,,true,2,10,36,0.002019,3839,80,0.022899,6457,66
490000159B,Northfields Station,51.499570,-0.315040,,true,2,10,36,0.000648,8767,55,0.022487,7816,59
490000159X,Northfields Station,51.499030,-0.314440,,false,,,,,,,,,
490000159Z,Northfields Station,51.498630,-0.314250,,false,,,,,,,,,
490000161A,North Harrow Station,51.584390,-0.362270,,true,2,10,36,0.000161,15281,21,0.022312,8438,56
490000161B,North Harrow Station,51.584570,-0.362380,,true,2,10,36,0.000129,15961,18,0.022118,9130,52
490000162A,Northolt Station,51.547670,-0.368780,,true,5,7,98,0.102516,52,100,0.027979,27,100
490000162B,Northolt Station,51.548480,-0.367410,,true,6,6,99,0.103513,49,100,0.027860,39,100
490000162N,Northolt Station,51.549890,-0.364750,,false,,,,,,,,,
490000162X1,Northolt Station,51.547400,-0.369310,,false,,,,,,,,,
490000163A,North Wembley Station,51.562560,-0.305600,,true,2,10,36,0.000614,9001,54,0.023747,4040,79
490000163B,North Wembley Station,51.562620,-0.306080,,true,2,10,36,0.001245,5653,71,0.023857,3745,81
490000164MM,Northwick Park Station,51.579020,-0.317940,,true,2,10,36,0.000042,17940,7,0.026190,594,97
490000164NN,Northwick Park Station,51.579080,-0.318340,,true,2,10,36,0.002747,2817,86,0.026929,238,99
490000165A,Northwood Station,51.611120,-0.423700,,true,2,10,36,0.000184,14781,24,0.016439,18275,5
490000165B,Northwood Station,51.610820,-0.423490,,true,2,10,36,0.000167,15163,22,0.016801,18091,5
490000165E,Northwood Station,51.610700,-0.423160,,false,,,,,,,,,
490000166A,Northwood Hills Station,51.600380,-0.409530,,true,4,8,93,0.000607,9054,53,0.018414,16938,11
490000166B,Northwood Hills Station,51.601170,-0.409690,,true,3,9,80,0.000635,8857,54,0.018787,16588,13
490000167A,Ladbroke Road,51.510110,-0.198410,,true,2,10,36,0.000489,10141,48,0.022719,7045,63
490000167E1,Notting Hill Gate Station,51.509200,-0.195930,,false,,,,,,,,,
490000167F,Notting Hill Gate Station,51.508090,-0.195110,,true,2,10,36,0.001417,5141,74,0.023244,5388,72
490000167G,Notting Hill Gate Station,51.508770,-0.195300,,true,3,9,80,0.002069,3760,81,0.023027,6052,68
490000167H,Notting Hill Gate Station,51.509280,-0.194670,,true,2,10,36,0.000676,8536,56,0.023187,5584,71
490000167K,Palace Gardens Terr / Notting Hill Gte,51.509090,-0.193970,,true,3,9,80,0.000789,7767,60,0.022874,6525,66
490000168A,Oakwood Station,51.647790,-0.131950,,true,5,7,98,0.001360,5298,73,0.020781,13498,29
490000168B,Oakwood Station,51.647420,-0.132340,,true,2,10,36,0.000299,12653,35,0.020118,14902,22
490000168Y,Oakwood Station,51.646980,-0.132440,,false,,,,,,,,,
490000168Z,Oakwood Station,51.646970,-0.132560,,false,,,,,,,,,
490000169K,Shoreditch Fire Station,51.526040,-0.086260,,true,5,7,98,0.001955,3940,80,0.023326,5127,73
490000169L,Old Street Station,51.526080,-0.085400,,true,4,8,93,0.002016,3843,80,0.023404,4924,74
490000169ZA,City Road / Leonard Street,51.523760,-0.087570,,true,4,8,93,0.001614,4664,76,0.023282,5270,72
490000170TS,Kensington Olympia Station,51.496160,-0.208240,,false,,,,,,,,,
490000170Z,Kensington Olympia,51.497030,-0.209650,,false,,,,,,,,,
490000170ZX,Kensington Olympia,51.495550,-0.210040,,false,,,,,,,,,
490000171A,Osterley Station,51.480870,-0.351910,,true,2,10,36,0.000732,8148,58,0.020684,13695,28
490000171B,Osterley Station,51.480650,-0.351800,,true,2,10,36,0.000724,8202,58,0.020455,14246,25
490000172C,Oval Station,51.482390,-0.112750,,true,2,10,36,0.000502,10005,48,0.022434,7988,58
490000172D,Oval Station,51.482120,-0.112690,,true,2,10,36,0.000557,9474,51,0.021884,9991,48
490000172N,Camberwell New Road,51.482330,-0.111890,,true,2,10,36,0.001597,4713,76,0.022717,7052,63
490000172Q,Oval Station,51.481540,-0.112740,,true,2,10,36,0.002170,3577,82,0.022745,6938,64
490000172R,Oval Station,51.481620,-0.112510,,true,2,10,36,0.001517,4884,75,0.022305,8462,56
490000173JA,John Prince's Street / Oxford Circus,51.515440,-0.142930,,false,,,,,,,,,
490000173JB,John Prince's Street / Oxford Circus,51.515930,-0.143160,,false,,,,,,,,,
490000173JC,John Prince's Street / Oxford Circus,51.515510,-0.142810,,true,2,10,36,0.000008,18643,4,0.024568,2305,88
490000173N,Margaret Street / Oxford Circus,51.516070,-0.142330,,true,1,11,1,0.000000,18963,1,0.024163,3093,84
490000173RC,Oxford Circus Station,51.514620,-0.141940,,true,6,6,99,0.000596,9161,53,0.024762,1999,90
490000173RD,Margaret Street / Oxford Circus,51.516940,-0.142760,,true,3,9,80,0.000594,9183,53,0.024515,2377,88
490000173RF,Oxford Circus Stn  / Margaret Street,51.515940,-0.142220,,true,3,9,80,0.000928,6983,64,0.024757,2005,90
490000173RG,Oxford Circus Station,51.514590,-0.141670,,true,5,7,98,0.000997,6650,66,0.024862,1858,90
490000173Z,Oxford Circus Station,51.515290,-0.143660,,true,2,10,36,0.000016,18457,5,0.024634,2184,89
490000176L,Park Royal Station,51.527180,-0.283590,,true,2,10,36,0.000713,8285,57,0.023029,6048,68
490000176M,Park Royal Station,51.527120,-0.284270,,true,2,10,36,0.000467,10378,47,0.023046,5992,69
490000178A,Perivale Station,51.537070,-0.324000,,true,2,10,36,0.000210,14212,27,0.021654,10834,43
490000178B,Perivale Station,51.536560,-0.324230,,true,2,10,36,0.000233,13798,29,0.021794,10315,46
490000179B,Piccadilly Circus,51.509310,-0.136240,,true,4,8,93,0.006543,1057,95,0.025014,1606,92
490000179F,Piccadilly Circus,51.509960,-0.136890,,true,5,7,98,0.001242,5670,71,0.025022,1594,92
490000179S,Piccadilly Circus,51.509150,-0.136270,,true,3,9,80,0.005065,1457,93,0.024823,1921,90
490000180A,Pimlico Station,51.489980,-0.132410,,true,2,10,36,0.000919,7036,64,0.023046,5996,69
490000180D,Pimlico Station,51.490390,-0.133070,,true,3,9,80,0.002987,2614,87,0.023745,4044,79
490000180H,Pimlico Station,51.489140,-0.133340,,true,3,9,80,0.000364,11675,40,0.023000,6119,68
490000180J,Pimlico Station,51.488950,-0.133320,,true,3,9,80,0.000423,10888,44,0.022999,6123,68
490000181B,Pinner Station,51.592390,-0.382070,,true,4,8,93,0.003120,2489,87,0.021094,12620,34
490000182A,Plaistow Station,51.531250,0.018250,,true,3,9,80,0.000595,9176,53,0.022214,8773,54
490000182B,Plaistow Station,51.531870,0.017140,,true,3,9,80,0.000457,10483,46,0.021961,9689,49
490000183A,Preston Road Station,51.572360,-0.294800,,true,3,9,80,0.000708,8326,57,0.023988,3454,82
490000183B,Preston Road Station,51.571890,-0.294680,,true,4,8,93,0.001006,6616,66,0.024062,3290,83
490000184N,Putney Bridge Station,51.468380,-0.209260,,false,,,,,,,,,
490000184X,Putney Bridge Station,51.468040,-0.209190,,false,,,,,,,,,
490000184Y,Putney Bridge Station,51.468160,-0.209040,,true,1,11,1,0.000000,18963,1,0.020901,13164,31
490000184Z,Putney Bridge Station,51.467920,-0.209310,,true,2,10,36,0.000015,18480,4,0.020902,13163,31
490000185AA,Queensbury Station,51.594450,-0.285440,,true,6,6,99,0.001057,6375,67,0.025043,1559,92
490000185BB,Queensbury Station,51.594740,-0.285040,,true,6,6,99,0.001611,4672,76,0.025000,1635,92
490000186A,Queen's Park Station,51.533230,-0.204550,,true,4,8,93,0.000775,7872,60,0.022071,9297,51
490000186E,Queens Park Station,51.533400,-0.204360,,false,,,,,,,,,
490000186W,Queen's Park Station,51.532850,-0.204000,,false,,,,,,,,,
490000187A,Queensway Station,51.510100,-0.188300,,true,3,9,80,0.001008,6605,66,0.023334,5110,73
490000187B,Queensway Station,51.510670,-0.187120,,true,2,10,36,0.000078,17138,11,0.022957,6262,67
490000187C,Queensway Station,51.510210,-0.188500,,true,2,10,36,0.032384,251,99,0.023653,4287,78
490000188A,Ravenscourt Park Station,51.495480,-0.234560,,true,2,10,36,0.000547,9561,51,0.021685,10726,44
490000188B,Ravenscourt Park Station,51.494920,-0.234520,,true,2,10,36,0.000128,15970,18,0.021260,12145,36
490000189A,Rayners Lane Station,51.575760,-0.371000,,true,3,9,80,0.001326,5397,72,0.023625,4344,77
490000189B,Rayners Lane,51.576050,-0.369910,,true,3,9,80,0.001526,4867,75,0.023860,3736,81
490000189C,Rayners Lane Station,51.574520,-0.370790,,true,4,8,93,0.001742,4370,78,0.024420,2552,87
490000189S,Rayners Lane Station,51.575610,-0.370230,,false,,,,,,,,,
490000190038,Redbridge Station,51.576300,0.045590,,false,,,,,,,,,
490000190B,Redbridge Station,51.576450,0.045350,,true,2,10,36,0.000465,10401,46,0.021823,10223,46
490000191A,Regents Park Station,51.523760,-0.147030,,true,3,9,80,0.002326,3326,83,0.024186,3056,84
490000191B,Regents Park Station,51.523620,-0.146610,,true,3,9,80,0.000790,7750,60,0.023916,3597,81
490000192D,Richmond Station,51.463330,-0.302050,,true,3,9,80,0.001473,4996,75,0.020981,12969,32
490000192S,Richmond Station,51.463240,-0.302170,,true,3,9,80,0.001060,6361,67,0.020978,12980,32
490000195V,Rotherhithe Station,51.500380,-0.052640,,true,2,10,36,0.000754,8001,59,0.020324,14497,24
490000195W,Rotherhithe Station,51.500620,-0.052010,,true,2,10,36,0.000645,8787,55,0.020148,14862,22
490000196B,Royal Oak Station,51.517990,-0.188860,,true,2,10,36,0.001240,5681,71,0.023147,5708,70
490000196C,Royal Oak Station,51.519930,-0.189410,,true,2,10,36,0.000386,11376,41,0.022542,7641,60
490000196W,Royal Oak Station,51.519590,-0.189380,,true,3,9,80,0.005804,1248,94,0.023294,5232,73
490000197A,Ruislip Station,51.572020,-0.421500,,true,4,8,93,0.001728,4400,78,0.021274,12097,36
490000197B,Ruislip Station,51.572230,-0.421620,,true,5,7,98,0.002252,3433,83,0.021328,11924,37
490000197R,Ruislip Station,51.572350,-0.421390,,false,,,,,,,,,
490000197Z1,Ruislip Station,51.572050,-0.421330,,true,2,10,36,0.000609,9040,54,0.021160,12444,35
490000197Z2,Ruislip Station,51.571860,-0.421220,,false,,,,,,,,,
490000198A,Ruislip Gardens Station,51.560270,-0.410810,,true,2,10,36,0.003484,2200,89,0.023450,4804,75
490000198B,Ruislip Gardens Station,51.560510,-0.411340,,true,2,10,36,0.001091,6238,68,0.023239,5403,72
490000199A,Ruislip Manor Station,51.572840,-0.412550,,true,3,9,80,0.001058,6373,67,0.021195,12347,35
490000199B,Ruislip Manor Station,51.573170,-0.413090,,true,3,9,80,0.001447,5067,74,0.021513,11268,41
490000199C,Ruislip Manor Station,51.574560,-0.414070,,true,3,9,80,0.000562,9434,51,0.021286,12063,37
490000199D,Ruislip Manor Station,51.574370,-0.413700,,true,3,9,80,0.001529,4860,75,0.021545,11182,41
490000199S,Ruislip Manor Station,51.574230,-0.412130,,false,,,,,,,,,
490000199T,Ruislip Manor Station,51.573950,-0.412720,,false,,,,,,,,,
490000200D,Russell Square,51.520860,-0.125530,,true,1,11,1,0.000000,18963,1,0.024919,1770,91
490000200E,Russell Square,51.522330,-0.127130,,true,3,9,80,0.000204,14359,26,0.024948,1727,91
490000200EB,Russell Square,51.523480,-0.126760,,false,,,,,,,,,
490000200H,Russell Square Station,51.523210,-0.126380,,true,2,10,36,0.020230,352,98,0.025273,1293,93
490000200J,Russell Square Station,51.523350,-0.126290,,true,2,10,36,0.003241,2375,88,0.025061,1533,92
49000020141Q,Fountayne Business Centre,51.585710,-0.064040,,true,2,10,36,0.000186,14753,24,0.021722,10595,44
490000201C,Seven Sisters Station,51.584030,-0.074140,,true,2,10,36,0.000136,15816,18,0.021227,12258,36
490000201D,Seven Sisters Station,51.583980,-0.073020,,true,2,10,36,0.000378,11495,41,0.021489,11376,40
490000201J,Seven Sisters Station,51.583590,-0.072470,,true,3,9,80,0.002399,3216,84,0.021923,9843,48
490000202A,Shadwell Station,51.510970,-0.055540,,true,4,8,93,0.000759,7965,59,0.021895,9943,48
490000202D,Shadwell Station,51.511880,-0.056190,,true,2,10,36,0.000002,18785,3,0.019511,15808,17
490000203A,Shepherd's Bush Station,51.504910,-0.218270,,true,2,10,36,0.000038,18015,7,0.023149,5698,70
490000203B,Shepherd's Bush Station,51.505410,-0.218150,,true,5,7,98,0.003131,2479,87,0.023836,3797,80
490000203C,Shepherd's Bush Station,51.505130,-0.217950,,true,4,8,93,0.000374,11548,40,0.023457,4787,75
490000203D,Shepherd's Bush Station,51.504610,-0.218010,,true,6,6,99,0.002700,2870,85,0.023573,4479,77
490000206D,Sloane Square Station,51.493170,-0.156210,,true,2,10,36,0.000091,16866,13,0.022818,6703,65
490000206E,Cadogan Gardens / Sloane Square,51.492020,-0.159010,,true,3,9,80,0.001370,5263,73,0.022797,6769,65
490000206H,Sloane Square Station,51.492340,-0.157080,,true,2,10,36,0.000151,15515,20,0.022549,7619,60
490000206K,Sloane Square Station,51.491450,-0.157490,,true,4,8,93,0.005593,1297,93,0.023090,5881,69
490000206M,Sloane Square Stn  / Lower Sloane St,51.491660,-0.157320,,true,5,7,98,0.001099,6198,68,0.022695,7140,63
490000206N,Sloane Square Station  / Symon Street,51.492670,-0.158420,,true,2,10,36,0.000121,16137,17,0.022195,8850,54
490000206S,Sloane Square Station,51.492700,-0.156710,,false,,,,,,,,,
490000207A,Snaresbrook Station,51.581210,0.021350,,true,4,8,93,0.000655,8707,55,0.021591,11048,42
490000207B,Snaresbrook Station,51.580960,0.021990,,true,3,9,80,0.000285,12879,33,0.021236,12226,36
490000207E,Snaresbrook Station,51.580530,0.022520,,false,,,,,,,,,
490000208A,South Ealing Station,51.500880,-0.306740,,true,2,10,36,0.000497,10052,48,0.018006,17269,10
490000208B,South Ealing Station,51.501100,-0.306610,,true,2,10,36,0.000513,9891,49,0.017989,17281,10
490000209A,Replingham Road,51.445260,-0.206210,,true,2,10,36,0.000777,7851,60,0.019851,15328,20
490000209B,Southfields Station,51.444350,-0.206980,,true,3,9,80,0.000550,9544,51,0.019728,15510,19
490000209C,Southfields Station,51.444000,-0.207410,,true,3,9,80,0.000885,7227,63,0.019981,15132,21
490000209E,Augustus Road,51.444670,-0.211650,,true,2,10,36,0.000140,15733,19,0.019487,15846,17
490000209E1,Southfields Station,51.444830,-0.206120,,false,,,,,,,,,
490000209W,Augustus Road,51.444590,-0.211400,,true,2,10,36,0.000193,14597,24,0.019714,15530,19
490000210B,Southgate Station,51.632150,-0.127920,,true,4,8,93,0.007621,891,96,0.022745,6940,64
490000210C,Southgate Station,51.632110,-0.127900,,true,4,8,93,0.003157,2457,88,0.022922,6388,67
490000210D,Southgate Station,51.632090,-0.128110,,true,1,11,1,0.000000,18963,1,0.022056,9355,51
490000210F,Southgate Station,51.631990,-0.127790,,true,2,10,36,0.001680,4510,77,0.022728,7009,63
490000210G,Southgate Station,51.632390,-0.128190,,true,3,9,80,0.002225,3476,82,0.022728,7013,63
490000210H,Southgate Station,51.632410,-0.128060,,true,3,9,80,0.007010,974,95,0.022748,6930,64
490000211A,South Harrow Bus Station,51.564930,-0.352220,,true,2,10,36,0.000136,15821,18,0.026974,215,99
490000211B,South Harrow Bus Station,51.565090,-0.352300,,true,2,10,36,0.000001,18830,3,0.026540,384,98
490000211D,South Harrow Station,51.564640,-0.353060,,true,4,8,93,0.001272,5549,72,0.027016,197,99
490000211F,South Harrow Station,51.564560,-0.353980,,true,8,4,100,0.105661,43,100,0.027758,46,100
490000211G,South Harrow Station,51.564280,-0.353730,,true,6,6,99,0.116067,34,100,0.027717,50,100
490000212A,Pelham Street,51.493670,-0.171400,,true,2,10,36,0.000636,8854,54,0.022354,8280,57
490000212E,South Kensington Station,51.494460,-0.174810,,true,7,5,100,0.002963,2631,87,0.022725,7025,63
490000212E1,South Kensington Station,51.494170,-0.175460,,true,3,9,80,0.000314,12399,36,0.022102,9180,52
490000212S,South Kensington Station,51.494500,-0.174580,,true,4,8,93,0.002291,3373,83,0.022766,6878,64
490000212S1,South Kensington Station,51.494420,-0.174590,,true,4,8,93,0.005735,1259,94,0.022676,7219,62
490000212Z,South Kensington Station,51.496000,-0.171970,,false,,,,,,,,,
490000213A,South Kenton Station,51.570620,-0.307390,,true,2,10,36,0.000184,14790,23,0.023814,3854,80
490000213B,South Kenton Station,51.570520,-0.307400,,true,2,10,36,0.000146,15607,19,0.023811,3867,80
490000214A,South Ruislip Station,51.558340,-0.397070,,true,2,10,36,0.002127,3655,81,0.023964,3509,82
490000214B,South Ruislip Station,51.557300,-0.395370,,true,2,10,36,0.001429,5113,74,0.023510,4623,76
490000214E,South Ruislip Station,51.556250,-0.399270,,false,,,,,,,,,
490000216C,South Wimbledon Station,51.415620,-0.191590,,true,4,8,93,0.003230,2386,88,0.021804,10281,46
490000216D,South Wimbledon Station,51.415720,-0.190510,,true,4,8,93,0.007336,930,95,0.021894,9954,48
490000217D,South Woodford Station,51.592010,0.027630,,true,3,9,80,0.000280,12950,33,0.021770,10404,45
490000217E,South Woodford Station,51.591730,0.027890,,true,3,9,80,0.000280,12950,33,0.021770,10404,45
490000218N,Stamford Brook Station,51.494670,-0.244810,,true,2,10,36,0.000077,17174,11,0.021263,12136,36
490000218P,Stamford Brook Station,51.495310,-0.244820,,true,2,10,36,0.000133,15883,18,0.021378,11763,38
490000219A,Stanmore Station,51.619660,-0.303790,,true,3,9,80,0.002668,2909,85,0.021482,11407,40
490000219B,Stanmore Station,51.619920,-0.303710,,true,2,10,36,0.002141,3628,82,0.021042,12778,33
490000219N,Stanmore Station,51.619730,-0.302980,,true,2,10,36,0.000906,7106,64,0.021439,11564,39
490000220E1,Stepney Green Station,51.521770,-0.046990,,true,2,10,36,0.005023,1481,93,0.022591,7495,61
490000220N,Stepney Green Station,51.522620,-0.047240,,true,2,10,36,0.000424,10875,44,0.021379,11762,38
490000220S,Stepney Green Station,51.522660,-0.046820,,true,2,10,36,0.000251,13465,30,0.021257,12160,36
490000220W2,Stepney Green Station,51.521700,-0.046630,,true,2,10,36,0.000720,8224,58,0.022043,9409,51
490000222B,St John's Wood Station,51.533710,-0.173620,,true,3,9,80,0.003803,2000,90,0.023302,5208,73
490000223A,South Lambeth Road / Stockwell Stn,51.473670,-0.122520,,true,3,9,80,0.000117,16214,16,0.021671,10782,43
490000223B,South Lambeth Road / Stockwell Stn,51.473880,-0.122390,,true,4,8,93,0.002687,2883,85,0.022039,9419,51
490000223F,Clapham Road / Stockwell Station,51.471940,-0.123060,,true,3,9,80,0.000746,8062,59,0.021707,10641,44
490000223G,Stockwell Station,51.471700,-0.123300,,true,3,9,80,0.001849,4131,79,0.021798,10300,46
490000223M,Clapham Road / Stockwell Station,51.471810,-0.122950,,true,4,8,93,0.003345,2308,88,0.021948,9737,49
490000223R,Stockwell Gardens,51.471640,-0.121830,,true,4,8,93,0.000616,8979,54,0.021887,9979,48
490000223Z,Stockwell Station,51.471240,-0.123880,,false,,,,,,,,,
490000224A,Stonebridge Park Station,51.544030,-0.275120,,true,3,9,80,0.001301,5474,72,0.022712,7072,63
490000224B,Stonebridge Park Station,51.544080,-0.274470,,true,3,9,80,0.002699,2872,85,0.023072,5940,69
490000224L,Stonebridge Park Station,51.544090,-0.275530,,true,1,11,1,0.000000,18963,1,0.021872,10041,47
490000224N,Stonebridge Park Station,51.544140,-0.275680,,false,,,,,,,,,
490000224S,Stonebridge Park Station,51.544050,-0.275040,,false,,,,,,,,,
490000225S,King Edward Street,51.515720,-0.099840,,true,5,7,98,0.005658,1274,94,0.023985,3459,82
490000225T,St Paul's Station,51.515250,-0.098510,,true,5,7,98,0.000602,9112,53,0.023834,3803,80
490000225U,St Paul's Station,51.515200,-0.098150,,true,2,10,36,0.000167,15164,22,0.023555,4523,76
490000225W,St Paul's Station,51.515440,-0.097160,,true,6,6,99,0.000481,10231,47,0.023837,3792,80
490000227A,Sudbury Hill Stn  / Horsenden Ave,51.555990,-0.336350,,true,2,10,36,0.000068,17356,10,0.023867,3719,81
490000228A,Sudbury Town Station,51.550960,-0.315220,,true,1,11,1,0.000000,18963,1,0.023312,5172,73
490000228B,Sudbury Town Station,51.551050,-0.315560,,true,1,11,1,0.000000,18963,1,0.023291,5242,73
490000228D,Sudbury Town Station,51.549680,-0.317240,,true,2,10,36,0.000560,9455,51,0.023857,3746,81
490000228E,Sudbury Town Station,51.549560,-0.317230,,true,2,10,36,0.000459,10458,46,0.023741,4052,79
490000229L,Surrey Quays Station,51.493420,-0.046010,,true,5,7,98,0.001354,5312,73,0.021020,12858,32
490000229O,Surrey Quays Station,51.492950,-0.047920,,true,5,7,98,0.001351,5322,73,0.020872,13248,30
490000229S,Lower Road / Surrey Quays Station,51.492330,-0.045570,,true,4,8,93,0.000926,7002,64,0.021089,12634,34
490000230D,Swiss Cottage Station,51.542890,-0.174070,,true,5,7,98,0.006453,1076,95,0.023232,5420,72
490000230E,Swiss Cottage Station,51.542510,-0.173720,,true,4,8,93,0.001138,6037,69,0.022954,6269,67
490000230N,Swiss Cottage Station,51.542410,-0.175260,,true,2,10,36,0.002065,3766,81,0.023160,5667,70
490000231E,Temple Station,51.510990,-0.113020,,false,,,,,,,,,
490000231W,Temple Station,51.510840,-0.112910,,false,,,,,,,,,
490000233A,Tooting Bec Station,51.435870,-0.159960,,true,5,7,98,0.001279,5530,72,0.020667,13741,28
490000233C,Tooting Bec Station,51.435420,-0.160380,,true,3,9,80,0.003104,2507,87,0.020796,13462,29
490000233E,Tooting Bec Station,51.435380,-0.158910,,true,3,9,80,0.002534,3045,85,0.020946,13066,31
490000233F,St Anselm's Church,51.435420,-0.158440,,true,3,9,80,0.000779,7840,60,0.020735,13589,29
490000233G,Tooting Bec Station,51.435960,-0.158980,,true,4,8,93,0.002602,2975,85,0.020738,13581,29
490000234C,Mitcham Road / Tooting Broadway Stn,51.427180,-0.166690,,true,3,9,80,0.001127,6078,69,0.020981,12966,32
490000234E,Mitcham Road / Tooting Broadway Stn,51.426710,-0.166210,,true,4,8,93,0.002869,2711,86,0.021040,12784,33
490000234G,Tooting Broadway Station,51.427160,-0.166910,,true,2,10,36,0.000154,15438,20,0.020739,13577,29
490000234H,Tooting Broadway Station,51.427160,-0.166910,,true,3,9,80,0.000743,8081,58,0.020779,13502,29
490000234M,Tooting Broadway Station,51.428470,-0.168870,,true,3,9,80,0.001005,6617,66,0.020817,13411,30
490000234N,Garratt Lane / Tooting Broadway,51.428390,-0.169080,,true,5,7,98,0.003019,2588,87,0.020931,13108,31
490000234W1,Tooting Broadway Station,51.426860,-0.166610,,true,1,11,1,0.000000,18963,1,0.020557,14038,26
490000234Z,Tooting Broadway Station,51.427440,-0.168670,,false,,,,,,,,,
490000234ZZ,Tooting Broadway Station,51.427090,-0.169170,,true,3,9,80,0.001171,5915,70,0.020953,13047,31
490000235C,Tottenham Court Road Station,51.517670,-0.131540,,true,3,9,80,0.009368,647,97,0.025524,1061,95
490000235N,Tottenham Court Road,51.516020,-0.128740,,true,1,11,1,0.000000,18963,1,0.025073,1521,92
490000235P,Tottenham Ct Rd Stn  / New Oxford St,51.516760,-0.128320,,true,5,7,98,0.024802,312,98,0.026068,670,97
490000235V,Tottenham Court Road Station,51.516380,-0.131950,,true,4,8,93,0.042861,193,99,0.025902,753,96
490000235W1,Tottenham Court Road Station,51.515560,-0.128430,,true,2,10,36,0.000071,17288,10,0.024547,2331,88
490000235X,Tottenham Court Road Station,51.516680,-0.128120,,true,4,8,93,0.003087,2526,87,0.025232,1338,93
490000235YB,Tottenham Court Road Station,51.516090,-0.134070,,true,4,8,93,0.004665,1603,92,0.025423,1152,94
490000235Z,New Oxford Street,51.516730,-0.128470,,true,2,10,36,0.020501,346,98,0.026022,687,96
490000237A,Totteridge & Whetstone Station,51.630160,-0.177880,,true,4,8,93,0.001034,6472,67,0.022155,8994,53
490000237B,Totteridge & Whetstone Stn,51.630080,-0.176760,,true,4,8,93,0.001252,5631,71,0.022427,8017,58
490000239A,Tufnell Park Station,51.556880,-0.137380,,true,2,10,36,0.000206,14299,26,0.020911,13142,31
490000239B,Tufnell Park Station,51.557080,-0.136790,,true,2,10,36,0.000213,14150,27,0.020648,13798,28
490000239G,Tufnell Park Station,51.556460,-0.138160,,true,2,10,36,0.000182,14830,23,0.021859,10095,47
